2895	1417.4
2898.5	2700.4
2902	2690.2
2905.4	2685.8
2908.9	2682.7
2912.4	2678.2
2915.9	2673.9
2919.4	2671.9
2922.9	2671.7
2926.4	2671.4
2929.9	2670.7
2933.4	2669.6
2936.9	2667.5
2940.4	2666.7
2943.9	2667
2947.4	2666
2950.9	2664.6
2954.3	2664.7
2957.8	2664.3
2961.3	2662.9
2964.8	2662.2
2968.3	2662.5
2971.8	2662.2
2975.3	2661.3
2978.8	2661.2
2982.3	2662.1
2985.8	2662.6
2989.3	2663.2
2992.8	2664
2996.3	2663.5
2999.8	2662.9
3003.3	2661.7
3006.8	2661.5
3010.3	2661.9
3013.8	2661.7
3017.3	2662.9
3020.8	2664.2
3024.3	2663.8
3027.8	2662.6
3031.3	2660.6
3034.8	2659.4
3038.3	2658.8
3041.8	2659.6
3045.3	2660.7
3048.9	2660.8
3052.4	2661
3055.9	2662
3059.4	2662.5
3062.9	2662.4
3066.4	2662.3
3069.9	2663.1
3073.4	2664.4
3076.9	2664
3080.4	2663.8
3083.9	2663.9
3087.4	2663
3090.9	2662.9
3094.4	2662.8
3098	2662.2
3101.5	2663.4
3105	2664.5
3108.5	2664.6
3112	2665.9
3115.5	2666.8
3119	2665.4
3122.5	2663.5
3126	2662.8
3129.6	2661.8
3133.1	2660.9
3136.6	2661.7
3140.1	2662.8
3143.6	2662.5
3147.1	2662.6
3150.6	2664
3154.1	2664.2
3157.7	2663.7
3161.2	2662.7
3164.7	2662.2
3168.2	2663.1
3171.7	2664.4
3175.2	2665.2
3178.8	2664.3
3182.3	2664.4
3185.8	2666.2
3189.3	2665.9
3192.8	2664.5
3196.3	2664.8
3199.9	2665.4
3203.4	2664.6
3206.9	2663.7
3210.4	2664.7
3213.9	2665.8
3217.5	2665.3
3221	2664.6
3224.5	2665.7
3228	2666.9
3231.5	2666.3
3235.1	2664.6
3238.6	2663.3
3242.1	2663
3245.6	2663.6
3249.1	2665
3252.7	2666.3
3256.2	2666.6
3259.7	2666.6
3263.2	2666.3
3266.8	2664.2
3270.3	2663.3
3273.8	2665
3277.3	2667.4
3280.9	2667.1
3284.4	2665.2
3287.9	2664.5
3291.4	2664.5
3295	2664.9
3298.5	2664.9
3302	2663.2
3305.5	2662.1
3309.1	2662.2
3312.6	2663.2
3316.1	2664.8
3319.6	2666.5
3323.2	2667.9
3326.7	2667.7
3330.2	2666.9
3333.8	2666.5
3337.3	2666.9
3340.8	2667.3
3344.3	2666.8
3347.9	2667.1
3351.4	2668.3
3354.9	2668.2
3358.5	2667.9
3362	2667.5
3365.5	2667.7
3369	2668.8
3372.6	2668.7
3376.1	2668.3
3379.6	2669.1
3383.2	2670.5
3386.7	2671.6
3390.2	2670.6
3393.8	2670.3
3397.3	2671.7
3400.8	2671.7
3404.4	2670.8
3407.9	2670.2
3411.4	2669
3415	2668.6
3418.5	2668.8
3422	2669.7
3425.6	2669.9
3429.1	2669.5
3432.6	2669.5
3436.2	2669.2
3439.7	2669.6
3443.2	2670.4
3446.8	2670.5
3450.3	2672
3453.8	2674
3457.4	2674.5
3460.9	2674
3464.5	2672.7
3468	2671.7
3471.5	2670.9
3475.1	2671.2
3478.6	2671.8
3482.1	2671.5
3485.7	2671.1
3489.2	2670.4
3492.8	2670
3496.3	2670
3499.8	2669.4
3503.4	2668.7
3506.9	2669
3510.5	2670.1
3514	2671.7
3517.5	2672.2
3521.1	2671.9
3524.6	2673.2
3528.1	2674.4
3531.7	2674.5
3535.2	2674.8
3538.8	2674.7
3542.3	2673.6
3545.9	2672.7
3549.4	2672.2
3552.9	2673.1
3556.5	2674.8
3560	2675.1
3563.6	2675
3567.1	2675.7
3570.6	2675.8
3574.2	2675.3
3577.7	2675.7
3581.3	2675.9
3584.8	2674.8
3588.4	2673.6
3591.9	2673.7
3595.4	2675
3599	2676
3602.5	2676.8
3606.1	2677.6
3609.6	2677.7
3613.2	2678.6
3616.7	2680
3620.2	2682.3
3623.8	2684.9
3627.3	2686.7
3630.9	2687.7
3634.4	2688.2
3638	2689.6
3641.5	2691.5
3645.1	2693.4
3648.6	2694.9
3652.2	2696.9
3655.7	2700.7
3659.2	2703.5
3662.8	2706.1
3666.3	2710.6
3669.9	2714.2
3673.4	2716.8
3677	2719.8
3680.5	2724.8
3684.1	2731.2
3687.6	2736.1
3691.2	2740.5
3694.7	2747.6
3698.3	2756.2
3701.8	2764.8
3705.4	2776.4
3708.9	2787.5
3712.4	2798.6
3716	2813.4
3719.5	2826.6
3723.1	2838.1
3726.6	2853.6
3730.2	2876.6
3733.7	2899.2
3737.3	2910.6
3740.8	2922.7
3744.4	2950.5
3747.9	2999.6
3751.5	3049.7
3755	3068.4
3758.6	3064
3762.1	3066.5
3765.7	3103.2
3769.2	3198.6
3772.8	3327.1
3776.3	3417.5
3779.9	3440.1
3783.4	3394
3787	3329
3790.5	3314.4
3794.1	3375
3797.6	3538.4
3801.2	3761
3804.7	3968.9
3808.3	4123.2
3811.8	4191.2
3815.4	4176.7
3818.9	4075.2
3822.5	3910.8
3826	3767.2
3829.6	3741.3
3833.1	3867.2
3836.7	4174.3
3840.2	4577.4
3843.8	4918.7
3847.4	5192.2
3850.9	5421.7
3854.5	5609.8
3858	5769.3
3861.6	5881
3865.1	5899.5
3868.7	5802.9
3872.2	5554.1
3875.8	5167.2
3879.3	4782
3882.9	4600.7
3886.4	4687.2
3890	5060.7
3893.5	5667.5
3897.1	6276.3
3900.6	6810.4
3904.2	7267.7
3907.7	7646.6
3911.3	7943.5
3914.9	8184.8
3918.4	8371.8
3922	8466.1
3925.5	8489
3929.1	8534.4
3932.6	8636.8
3936.2	8768.7
3939.7	8855.7
3943.3	8841.2
3946.8	8707.6
3950.4	8386.9
3953.9	7817.8
3957.5	7077.2
3961.1	6316.9
3964.6	5888.7
3968.2	5922.3
3971.7	6399
3975.3	7286.4
3978.8	8196
3982.4	8959.8
3985.9	9587.1
3989.5	10088
3993	10491
3996.6	10819
4000.2	11098
4003.7	11352
4007.3	11591
4010.8	11806
4014.4	11982
4017.9	12140
4021.5	12273
4025	12415
4028.6	12583
4032.1	12735
4035.7	12862
4039.3	12977
4042.8	13107
4046.4	13247
4049.9	13383
4053.5	13496
4057	13586
4060.6	13636
4064.1	13645
4067.7	13605
4071.3	13513
4074.8	13306
4078.4	12964
4081.9	12432
4085.5	11622
4089	10520
4092.6	9248.1
4096.1	8198.4
4099.7	7806.5
4103.3	8143.1
4106.8	9119.5
4110.4	10427
4113.9	11583
4117.5	12502
4121	13206
4124.6	13722
4128.1	14141
4131.7	14526
4135.3	14852
4138.8	15118
4142.4	15334
4145.9	15507
4149.5	15663
4153	15801
4156.6	15951
4160.1	16077
4163.7	16181
4167.3	16284
4170.8	16372
4174.4	16480
4177.9	16643
4181.5	16803
4185	16928
4188.6	17006
4192.2	17089
4195.7	17189
4199.3	17287
4202.8	17403
4206.4	17537
4209.9	17654
4213.5	17725
4217	17786
4220.6	17861
4224.2	17897
4227.7	17907
4231.3	17971
4234.8	18049
4238.4	18116
4241.9	18158
4245.5	18211
4249	18283
4252.6	18358
4256.2	18437
4259.7	18512
4263.3	18540
4266.8	18526
4270.4	18538
4273.9	18546
4277.5	18540
4281	18527
4284.6	18467
4288.1	18390
4291.7	18293
4295.3	18158
4298.8	18034
4302.4	17930
4305.9	17792
4309.5	17617
4313	17385
4316.6	17041
4320.1	16531
4323.7	15777
4327.3	14669
4330.8	13144
4334.4	11488
4337.9	10388
4341.5	10230
4345	10847
4348.6	12127
4352.1	13645
4355.7	14952
4359.2	16021
4362.8	16850
4366.4	17484
4369.9	17961
4373.5	18313
4377	18553
4380.6	18721
4384.1	18844
4387.7	18927
4391.2	18998
4394.8	19073
4398.3	19143
4401.9	19255
4405.4	19319
4409	19323
4412.6	19358
4416.1	19395
4419.7	19423
4423.2	19498
4426.8	19545
4430.3	19586
4433.9	19618
4437.4	19611
4441	19594
4444.5	19600
4448.1	19612
4451.6	19636
4455.2	19654
4458.7	19646
4462.3	19643
4465.8	19585
4469.4	19518
4472.9	19433
4476.5	19273
4480.1	19126
4483.6	19089
4487.2	19136
4490.7	19197
4494.3	19243
4497.8	19269
4501.4	19265
4504.9	19259
4508.5	19247
4512	19244
4515.6	19274
4519.1	19255
4522.7	19224
4526.2	19243
4529.8	19279
4533.3	19278
4536.9	19236
4540.4	19238
4544	19219
4547.5	19151
4551.1	19056
4554.6	19022
4558.2	19028
4561.7	19066
4565.3	19108
4568.8	19126
4572.4	19115
4575.9	19097
4579.5	19098
4583	19053
4586.6	19010
4590.1	18996
4593.7	18980
4597.2	18999
4600.8	19011
4604.3	19004
4607.9	19019
4611.4	19020
4615	18968
4618.5	18908
4622.1	18869
4625.6	18803
4629.2	18775
4632.7	18776
4636.2	18772
4639.8	18776
4643.3	18788
4646.9	18802
4650.4	18806
4654	18790
4657.5	18781
4661.1	18740
4664.6	18693
4668.2	18641
4671.7	18580
4675.3	18565
4678.8	18547
4682.4	18518
4685.9	18505
4689.4	18475
4693	18435
4696.5	18400
4700.1	18384
4703.6	18372
4707.2	18353
4710.7	18346
4714.3	18365
4717.8	18376
4721.4	18363
4724.9	18340
4728.4	18292
4732	18222
4735.5	18158
4739.1	18118
4742.6	18108
4746.2	18080
4749.7	18057
4753.2	18028
4756.8	17987
4760.3	17956
4763.9	17920
4767.4	17848
4771	17789
4774.5	17764
4778	17734
4781.6	17701
4785.1	17648
4788.7	17562
4792.2	17494
4795.8	17433
4799.3	17359
4802.8	17272
4806.4	17191
4809.9	17132
4813.5	17061
4817	16968
4820.5	16850
4824.1	16722
4827.6	16599
4831.2	16413
4834.7	16146
4838.2	15785
4841.8	15321
4845.3	14666
4848.9	13741
4852.4	12550
4855.9	11265
4859.5	10317
4863	10059
4866.6	10456
4870.1	11363
4873.6	12511
4877.2	13565
4880.7	14424
4884.2	15074
4887.8	15578
4891.3	15951
4894.8	16225
4898.4	16438
4901.9	16594
4905.5	16685
4909	16725
4912.5	16730
4916.1	16736
4919.6	16727
4923.1	16742
4926.7	16781
4930.2	16837
4933.7	16917
4937.3	16997
4940.8	17030
4944.3	17054
4947.9	17053
4951.4	17062
4954.9	17060
4958.5	17035
4962	16988
4965.5	16905
4969.1	16840
4972.6	16821
4976.1	16779
4979.7	16733
4983.2	16700
4986.7	16650
4990.3	16627
4993.8	16605
4997.3	16569
5000.9	16523
5004.4	16472
5007.9	16432
5011.5	16389
5015	16309
5018.5	16208
5022	16144
5025.6	16117
5029.1	16096
5032.6	16064
5036.2	16006
5039.7	15966
5043.2	15950
5046.8	15927
5050.3	15886
5053.8	15867
5057.3	15847
5060.9	15805
5064.4	15806
5067.9	15825
5071.4	15840
5075	15847
5078.5	15860
5082	15884
5085.5	15898
5089.1	15911
5092.6	15919
5096.1	15923
5099.7	15943
5103.2	15963
5106.7	15985
5110.2	16008
5113.7	16009
5117.3	16018
5120.8	15989
5124.3	15952
5127.8	15919
5131.4	15897
5134.9	15868
5138.4	15797
5141.9	15718
5145.5	15654
5149	15617
5152.5	15588
5156	15522
5159.5	15437
5163.1	15305
5166.6	15180
5170.1	15099
5173.6	15070
5177.1	15085
5180.7	15095
5184.2	15063
5187.7	15046
5191.2	15051
5194.7	15035
5198.3	15027
5201.8	15005
5205.3	14997
5208.8	14959
5212.3	14929
5215.9	14905
5219.4	14862
5222.9	14819
5226.4	14765
5229.9	14690
5233.4	14651
5237	14625
5240.5	14609
5244	14588
5247.5	14565
5251	14511
5254.5	14476
5258	14450
5261.6	14392
5265.1	14332
5268.6	14292
5272.1	14250
5275.6	14223
5279.1	14206
5282.6	14223
5286.1	14207
5289.7	14172
5293.2	14125
5296.7	14081
5300.2	14059
5303.7	14040
5307.2	13992
5310.7	13933
5314.2	13858
5317.7	13786
5321.3	13752
5324.8	13711
5328.3	13698
5331.8	13702
5335.3	13719
5338.8	13738
5342.3	13712
5345.8	13698
5349.3	13706
5352.8	13736
5356.3	13740
5359.8	13725
5363.4	13712
5366.9	13689
5370.4	13687
5373.9	13694
5377.4	13687
5380.9	13653
5384.4	13628
5387.9	13619
5391.4	13589
5394.9	13558
5398.4	13517
5401.9	13460
5405.4	13404
5408.9	13370
5412.4	13341
5415.9	13317
5419.4	13275
5422.9	13232
5426.4	13211
5429.9	13189
5433.4	13176
5436.9	13147
5440.4	13124
5443.9	13099
5447.4	13080
5450.9	13075
5454.4	13044
5457.9	13008
5461.4	12971
5464.9	12928
5468.4	12873
5471.9	12812
5475.4	12757
5478.9	12705
5482.4	12662
5485.9	12630
5489.4	12573
5492.9	12512
5496.4	12459
5499.9	12430
5503.4	12418
5506.9	12409
5510.4	12410
5513.9	12401
5517.4	12387
5520.9	12350
5524.3	12303
5527.8	12287
5531.3	12246
5534.8	12214
5538.3	12178
5541.8	12166
5545.3	12156
5548.8	12129
5552.3	12135
5555.8	12134
5559.3	12105
5562.8	12086
5566.2	12041
5569.7	11988
5573.2	11950
5576.7	11930
5580.2	11907
5583.7	11889
5587.2	11851
5590.7	11823
5594.1	11827
5597.6	11817
5601.1	11800
5604.6	11761
5608.1	11738
5611.6	11725
5615.1	11698
5618.5	11676
5622	11662
5625.5	11646
5629	11644
5632.5	11628
5636	11590
5639.4	11563
5642.9	11573
5646.4	11588
5649.9	11573
5653.4	11551
5656.9	11529
5660.3	11520
5663.8	11532
5667.3	11524
5670.8	11486
5674.3	11453
5677.7	11428
5681.2	11416
5684.7	11374
5688.2	11325
5691.7	11303
5695.1	11270
5698.6	11237
5702.1	11214
5705.6	11169
5709	11138
5712.5	11098
5716	11054
5719.5	11020
5722.9	11014
5726.4	11005
5729.9	10999
5733.4	10987
5736.8	10965
5740.3	10960
5743.8	10950
5747.3	10911
5750.7	10876
5754.2	10850
5757.7	10831
5761.1	10824
5764.6	10816
5768.1	10801
5771.5	10768
5775	10746
5778.5	10715
5782	10668
5785.4	10623
5788.9	10583
5792.4	10570
5795.8	10576
5799.3	10568
5802.8	10553
5806.2	10526
5809.7	10503
5813.2	10497
5816.6	10488
5820.1	10494
5823.6	10518
5827	10525
5830.5	10519
5834	10515
5837.4	10515
5840.9	10527
5844.3	10524
5847.8	10519
5851.3	10513
5854.7	10512
5858.2	10508
5861.6	10498
5865.1	10516
5868.6	10507
5872	10488
5875.5	10463
5878.9	10425
5882.4	10380
5885.9	10314
5889.3	10254
5892.8	10213
5896.2	10203
5899.7	10222
5903.2	10246
5906.6	10254
5910.1	10238
5913.5	10204
5917	10186
5920.4	10169
5923.9	10154
5927.3	10147
5930.8	10162
5934.2	10167
5937.7	10145
5941.1	10109
5944.6	10062
5948.1	10035
5951.5	10035
5955	10028
5958.4	10023
5961.9	10025
5965.3	10018
5968.8	10008
5972.2	9999.3
5975.7	9970.3
5979.1	9968.4
5982.5	9974.2
5986	9979.8
5989.4	9981.6
5992.9	9973.9
5996.3	9961.5
5999.8	9963.4
6003.2	9952.1
6006.7	9935.7
6010.1	9895.3
6013.6	9867
6017	9861.3
6020.4	9854.7
